match_id,y,ctx_dispersion,ctx_n_books,ctx_has_pinnacle,ctx_league_tier,ctx_league_E0,ctx_league_SP1,ctx_league_I1,ctx_league_D1,ctx_league_F1,ctx_month,ctx_is_weekend,ctx_season_phase,ctx_overround,pH_b365,pD_b365,pA_b365,pH_bw,pD_bw,pA_bw,pH_wh,pD_wh,pA_wh,pH_ps,pD_ps,pA_ps
11384,2,0.012069531481111452,4,1,1,0,0,0,1,0,5,0,2,1.05,0.23595505617977527,0.2247191011235955,0.5393258426966292,0.24847863935079967,0.21806439481132536,0.533456965837875,0.2503047541649736,0.2133279154815116,0.5363673303535148,0.24784713594104799,0.21832826357054114,0.533824600488411
6256,2,0.0060729813735995435,4,1,1,0,0,1,0,0,5,0,2,1.05,0.21158844213423023,0.238036997401009,0.5503745604647607,0.21406135981471489,0.24150512389352455,0.5444335162917605,0.21536163326279095,0.23689779658907004,0.5477405701481389,0.2106752836285586,0.23869613416043586,0.5506285822110054
6254,2,0.024597619263420533,4,1,1,0,0,1,0,0,5,0,2,1.05,0.12693025623621246,0.17308671304938064,0.6999830307144069,0.12602739726027393,0.18904109589041093,0.684931506849315,0.11806956662093454,0.17173755144863206,0.7101928819304333,0.11027180144331288,0.1766372158899305,0.7130909826667565
6255,1,0.015541177506951567,4,1,1,0,0,1,0,0,5,0,2,1.05,0.2522231204527081,0.26273241713823764,0.48504446240905413,0.2598425196850394,0.2677165354330709,0.4724409448818897,0.26865671641791045,0.2611940298507463,0.4701492537313433,0.2582190500584973,0.25891132633211267,0.48286962360939006
6253,1,0.010153889777384309,4,1,1,0,0,1,0,0,5,1,2,1.05,0.3338119167264895,0.3101220387652548,0.3560660445082555,0.33319283456269755,0.3009483667017913,0.3658587987355111,0.3364818957660121,0.3039191316596238,0.3595989725743641,0.3362280536152539,0.31036435718331123,0.3534075892014347
11383,1,0.014455411777544828,4,1,1,0,0,0,1,0,5,1,2,1.05,0.3163064833005893,0.2711198428290766,0.41257367387033395,0.32611264277274515,0.26270185112248917,0.4111855061047657,0.32697066101095795,0.2545068928950159,0.41852244609402617,0.3194615646387114,0.2703822739819261,0.4101561613793625
11382,2,0.021728670900681736,4,1,1,0,0,0,1,0,5,1,2,1.05,0.2968388589051658,0.27139552814186585,0.4317656129529684,0.3134328358208955,0.26865671641791045,0.417910447761194,0.3134328358208955,0.26865671641791045,0.417910447761194,0.2957059671755809,0.26276046539786674,0.44153356742655236
11381,2,0.007772446703392527,4,1,1,0,0,0,1,0,5,1,2,1.05,0.48908296943231444,0.2724890829694323,0.23842794759825325,0.48519443453442745,0.27827327863003926,0.23653228683553335,0.4822695035460994,0.2765957446808511,0.2411347517730497,0.4903381560610736,0.27520403630778206,0.23445780763114446
6252,1,0.016676330570484448,4,1,1,0,0,1,0,0,5,1,2,1.05,0.6471238938053098,0.20851769911504422,0.144358407079646,0.6443844176131741,0.21528297588440135,0.14033260650242457,0.6613756613756613,0.21164021164021163,0.12698412698412698,0.6455709876870089,0.2095644382687676,0.1448645740442234
6251,0,0.009811697666242422,4,1,1,0,0,1,0,0,5,1,2,1.05,0.30420841683366734,0.28577154308617236,0.41002004008016035,0.30420841683366734,0.28577154308617236,0.41002004008016035,0.30420841683366734,0.28577154308617236,0.41002004008016035,0.30267176158249315,0.29710111566379693,0.40022712275371
