match_idx,y,w_b365,w_bw,w_ps,w_wh,pH_mix,pD_mix,pA_mix,pH_eq,pD_eq,pA_eq
80,0,0.24010406462304126,0.23836568682084744,0.2606191911135536,0.26091105744255777,0.6820994560266304,0.17748579179111343,0.14041475218225638,0.6819032568217424,0.17764291056333054,0.14045383261492714
81,2,0.24010385788475333,0.23837265568578053,0.26061636671993743,0.26090711970952873,0.5263750768632024,0.2363673783911125,0.23725754474568506,0.526150065566364,0.23649781189621427,0.23735212253742163
82,1,0.23953234356711928,0.23794047518411512,0.2580072686102476,0.26451991263851804,0.4690067913414005,0.2898481077024578,0.2411451009561418,0.46890656564613864,0.289828996827659,0.24126443752620247
83,1,0.2395322026021949,0.23794545660506575,0.2580052759993818,0.26451706479335746,0.45379283169145584,0.28067813257472785,0.26552903573381625,0.45369727959205913,0.2807567778999992,0.2655459425079417
84,0,0.23953223254868658,0.23794439845595347,0.2580056992677186,0.2645176697276413,0.5847443834583333,0.24605606713071576,0.1691995494109508,0.584713962382165,0.24623194200773713,0.16905409561009788
85,0,0.23878743383418105,0.23755058853411187,0.2628609822298806,0.26080099540182655,0.43656148008209555,0.2407961478127881,0.3226423721051164,0.43664846147601,0.24070915243241814,0.3226423860915719
86,0,0.2382238484841926,0.2371172054137922,0.26023736748430343,0.2644215786177118,0.6755886288067212,0.19352378554019936,0.13088758565307942,0.6753946863305771,0.19374126294428698,0.130864050725136
87,2,0.2382242430725729,0.23710238258688338,0.26024333412397044,0.26443004021657335,0.2806415471490357,0.28504488289027136,0.434313569960693,0.28072388145344684,0.28473977036692105,0.43453634817963205
88,2,0.2382231120990087,0.23714483774243114,0.26022624472319045,0.2644058054353696,0.3997088379465739,0.30603246459403244,0.2942586974593937,0.39971386537145004,0.30603736098365997,0.29424877364489
89,2,0.23822443579491104,0.23709513880182534,0.260246249981,0.2644341754222636,0.25757207943012284,0.25882146882412294,0.48360645174575423,0.2577608780152458,0.2589079728127504,0.48333114917200387
90,1,0.24010405619188552,0.2383659710673849,0.26061907591183453,0.260910896828895,0.37820377330587274,0.2484393804324797,0.37335684626164756,0.3784102607503277,0.2484707377279934,0.373119001521679
91,2,0.2395319499362275,0.2379543823135346,0.2580017056498207,0.2645119621004172,0.41512189435545377,0.2830937028694989,0.30178440277504737,0.4150469165955589,0.28316220464027037,0.3017908787641707
92,1,0.23953289780344925,0.2379208779062567,0.2580151077271498,0.26453111656314426,0.5670603381012651,0.24692015648266158,0.18601950541607337,0.5667507787057903,0.2471209333418199,0.18612828795238986
93,2,0.23953182902531509,0.2379586522631193,0.2579999976428475,0.2645095210687181,0.1906843958216321,0.2372286432149159,0.572086960963452,0.19059362563309457,0.23721163348455646,0.5721947408823489
94,2,0.23953218572895763,0.23794605279129452,0.2580050375200722,0.26451672395967574,0.2395327209014065,0.2549661959916537,0.5055010831069398,0.23955949654023923,0.25493262524374277,0.505507878216018
95,1,0.2401048765106426,0.23833829750159405,0.26063029174056185,0.26092653424720147,0.3718410440040141,0.26611342037576674,0.3620455356202192,0.37194927599181843,0.2662617449972048,0.36178897901097684
96,0,0.24010389052084619,0.23837155571656984,0.26061681252312935,0.2609077412394547,0.1913616480244592,0.20893314649127076,0.59970520548427,0.1914840887252345,0.2088815599123971,0.5996343513623684
97,2,0.24010350765583374,0.2383844563169887,0.2606115840906445,0.260900451936533,0.15722883230346504,0.1860893196815288,0.6566818480150062,0.15726015786515116,0.18605848492492785,0.6566813572099209
98,2,0.24010355246037998,0.23838294702825455,0.2606121957827617,0.26090130472860373,0.19487268469336974,0.2120613165858182,0.5930659987208121,0.19501728401775945,0.2121002074387112,0.5928825085435294
99,0,0.24010349460577393,0.23838489590237924,0.26061140593334214,0.26090020355850474,0.4532944580337766,0.23905214898144808,0.3076533929847753,0.45326491371761396,0.23912344797078075,0.3076116383116054
100,0,0.24010365947729756,0.23837934162485225,0.26061365700030914,0.26090334189754105,0.5372237402309796,0.2410980887909,0.22167817097812031,0.5372521627512367,0.241049413029363,0.22169842421940034
101,0,0.23953252138145287,0.23793418986321038,0.25800978279789316,0.26452350595744356,0.19872469036585036,0.23862071234427262,0.5626545972898771,0.19901068867603955,0.23857675706079567,0.5624125542631647
102,0,0.23953301165989654,0.2379168497426703,0.25801671904250745,0.26453341955492565,0.3738000467345643,0.30204459232027275,0.3241553609451629,0.3738582179013639,0.30208363593964316,0.324058146158993
103,2,0.24010431272852675,0.23835732056609876,0.2606225818625442,0.26091578484283023,0.6366135708246923,0.20779069810066225,0.15559573107464544,0.6364666427495493,0.20769965155329062,0.15583370569716
