match_id,match_date,league,home_team,away_team,result,pH_weighted,pD_weighted,pA_weighted,pH_equal,pD_equal,pA_equal,n_books,books_used,has_pinnacle,dispH,dispD,dispA,y,pH_mkt,pD_mkt,pA_mkt,feat_league_tier,feat_total_dispersion,feat_market_confidence,feat_book_coverage,feat_has_pinnacle,feat_consensus_diff,match_date_dt,feat_month,feat_is_weekend,feat_season_phase,feat_disp_x_books,feat_sharp_x_diff,diff_H,diff_D,diff_A,mean_abs_diff,max_abs_diff,identical_triplet
6276,2024-05-23,I1,Cagliari,Fiorentina,A,0.2243987800463983,0.2508017412431734,0.5247994787104282,0.2251182959613707,0.2504743742273988,0.5244073298112304,4,"b365,bw,wh,ps",1,0.006643004594736,0.0046402455895871,0.0066331396984839,2,0.2243987800463983,0.2508017412431734,0.5247994787104282,1,0.0179163898828071,0.9823989572612444,0.6666666666666666,1,0.0014390318299448,2024-05-23,5,0,2.0,0.0716655595312284,0.0014390318299448,0.0007195159149724073,0.00032736701577457117,0.0003921488991978084,0.00047967727664826226,0.0007195159149724073,False
6274,2024-05-20,I1,Salernitana,Verona,A,0.192630786177068,0.2470496336522347,0.560319580170697,0.193442714481107,0.247883344307344,0.5586739412115489,4,"b365,bw,wh,ps",1,0.0063538774419355,0.0047523593625383,0.0075118838877742,2,0.192630786177068,0.2470496336522347,0.560319580170697,1,0.018618120692248,0.9817221780036712,0.6666666666666666,1,0.0032912779182964,2024-05-20,5,0,2.0,0.0744724827689922,0.0032912779182964,0.0008119283040390057,0.0008337106551092877,0.0016456389591481546,0.0010970926394321494,0.0016456389591481546,False
6275,2024-05-20,I1,Bologna,Juventus,D,0.3869881418478688,0.3071681712427826,0.3058436869093485,0.3862952965000613,0.3062426844056585,0.3074620190942803,4,"b365,bw,wh,ps",1,0.0088142792778718,0.0045370738720698,0.0081164382601538,1,0.3869881418478688,0.3071681712427826,0.3058436869093485,1,0.0214677914100955,0.9789833888149716,0.6666666666666666,1,0.0032366643698633,2024-05-20,5,0,2.0,0.0858711656403822,0.0032366643698633,0.0006928453478075025,0.0009254868371241232,0.0016183321849317922,0.001078888123287806,0.0016183321849317922,False
6270,2024-05-19,I1,Monza,Frosinone,A,0.3236827909618089,0.2687211718712326,0.4075960371669583,0.324256408627068,0.268453129786252,0.4072904615866799,4,"b365,bw,wh,ps",1,0.005849231248041,0.0047017754301479,0.0079705408334664,2,0.3236827909618089,0.2687211718712326,0.4075960371669583,1,0.0185215475116554,0.9818152619776132,0.6666666666666666,1,0.0011472353305181,2024-05-19,5,1,2.0,0.0740861900466217,0.0011472353305181,0.0005736176652590963,0.000268042084980602,0.0003055755802783833,0.0003824117768393605,0.0005736176652590963,False
6272,2024-05-19,I1,Inter,Lazio,D,0.5768111210124466,0.2290515309834214,0.1941373480041319,0.577382405891219,0.2292087013750053,0.1934088927337756,4,"b365,bw,wh,ps",1,0.0077804250119894,0.0052225910364295,0.0081203797933912,1,0.5768111210124466,0.2290515309834214,0.1941373480041319,1,0.0211233958418103,0.97931357177024,0.6666666666666666,1,0.0014569105407127,2024-05-19,5,1,2.0,0.0844935833672412,0.0014569105407127,0.0005712848787724489,0.00015717039158388846,0.0007284552703563096,0.00048563684690421566,0.0007284552703563096,False
6273,2024-05-19,I1,Roma,Genoa,H,0.6403160567463694,0.2198066978978257,0.1398772453558047,0.6398337576232296,0.2202886400508739,0.1398776023258964,4,"b365,bw,wh,ps",1,0.006782384070006,0.0041895664130005,0.0074940700746344,0,0.6403160567463694,0.2198066978978257,0.1398772453558047,1,0.018466020557641,0.9818687907255558,0.6666666666666666,1,0.0009645982462796,2024-05-19,5,1,2.0,0.0738640822305641,0.0009645982462796,0.0004822991231397955,0.0004819421530481982,3.569700917083196e-07,0.0003215327487599007,0.0004822991231397955,False
6271,2024-05-19,I1,Udinese,Empoli,D,0.4696470906250707,0.2844532250666069,0.2458996843083222,0.4696824475667884,0.2836113388425135,0.2467062135906979,4,"b365,bw,wh,ps",1,0.0069976077628784,0.0045808279573782,0.0077683737028129,1,0.4696470906250707,0.2844532250666069,0.2458996843083222,1,0.0193468094230697,0.9810203855604162,0.6666666666666666,1,0.0016837724481867,2024-05-19,5,1,2.0,0.0773872376922788,0.0016837724481867,3.5356941717690216e-05,0.0008418862240934244,0.0008065292823756787,0.0005612574827289311,0.0008418862240934244,False
6269,2024-05-19,I1,Sassuolo,Cagliari,A,0.4071423687971147,0.280365908055827,0.3124917231470581,0.4074414943635304,0.2801859780168074,0.3123725276196621,4,"b365,bw,wh,ps",1,0.0088580055772902,0.0057229699355079,0.0044281964104639,2,0.4071423687971147,0.280365908055827,0.3124917231470581,1,0.0190091719232621,0.9813454358930014,0.6666666666666666,1,0.0005982511328312,2024-05-19,5,1,2.0,0.0760366876930486,0.0005982511328312,0.0002991255664157033,0.00017993003901961568,0.00011919552739597661,0.00019941704427709853,0.0002991255664157033,False
11399,2024-05-18,D1,Union Berlin,Freiburg,H,0.4488176355346812,0.2783718858905825,0.2728104785747362,0.4490901381439263,0.2772422088345109,0.2736676530215627,4,"b365,bw,wh,ps",1,0.0081802025313661,0.0048172616759957,0.0094825835015923,0,0.4488176355346812,0.2783718858905825,0.2728104785747362,1,0.0224800477089543,0.9780141942531544,0.6666666666666666,1,0.0022593541121431,2024-05-18,5,1,2.0,0.0899201908358172,0.0022593541121431,0.0002725026092451066,0.0011296770560715874,0.0008571744468264808,0.0007531180373810583,0.0011296770560715874,False
11401,2024-05-18,D1,Wolfsburg,Mainz,A,0.2989846753453786,0.2668433560417736,0.4341719686128475,0.3001824950128006,0.2654593469719109,0.4343581580152884,4,"b365,bw,wh,ps",1,0.007656711794091,0.0044525716961469,0.0067370643577909,2,0.2989846753453786,0.2668433560417736,0.4341719686128475,1,0.018846347848029,0.9815022668650326,0.6666666666666666,1,0.0027680181397256,2024-05-18,5,1,2.0,0.0753853913921162,0.0027680181397256,0.0011978196674219954,0.0013840090698626906,0.00018618940244086168,0.0009226727132418492,0.0013840090698626906,False
11400,2024-05-18,D1,Werder Bremen,Bochum,H,0.3979857208707078,0.2628378727089911,0.339176406420301,0.3966966866341143,0.2619025290153693,0.3414007843505164,4,"b365,bw,wh,ps",1,0.0064952014787706,0.0041951291807521,0.0086479293135654,0,0.3979857208707078,0.2628378727089911,0.339176406420301,1,0.0193382599730883,0.9810286136286116,0.6666666666666666,1,0.0044487558604306,2024-05-18,5,1,2.0,0.0773530398923532,0.0044487558604306,0.0012890342365935448,0.000935343693621804,0.0022243779302154043,0.0014829186201435844,0.0022243779302154043,False
11398,2024-05-18,D1,Stuttgart,M'gladbach,H,0.7428772064808858,0.146480768224275,0.110642025294839,0.743346269634985,0.146595942536331,0.110057787828684,4,"b365,bw,wh,ps",1,0.0065947955644664,0.0038091233334735,0.0076731385946984,0,0.7428772064808858,0.146480768224275,0.110642025294839,1,0.0180770574926384,0.9822439201830562,0.6666666666666666,1,0.0011684749323101,2024-05-18,5,1,2.0,0.0723082299705539,0.0011684749323101,0.00046906315409911414,0.00011517431205598783,0.0005842374661550048,0.00038949164410336895,0.0005842374661550048,False
11397,2024-05-18,D1,Leverkusen,Augsburg,H,0.7392518251069531,0.1479580073255499,0.1127901675674969,0.7410018711209821,0.148130519647424,0.1108676092315938,4,"b365,bw,wh,ps",1,0.0068668397358372,0.0055816052295683,0.0071572080738854,0,0.7392518251069531,0.1479580073255499,0.1127901675674969,1,0.019605653039291,0.9807713374471302,0.6666666666666666,1,0.0038451166718063,2024-05-18,5,1,2.0,0.0784226121571641,0.0038451166718063,0.0017500460140290608,0.00017251232187409649,0.0019225583359030879,0.0012817055572687485,0.0019225583359030879,False
11396,2024-05-18,D1,Hoffenheim,Bayern Munich,H,0.3166169708365649,0.2151825654040989,0.468200463759336,0.3167748627592592,0.2142578748472542,0.4689672623934864,4,"b365,bw,wh,ps",1,0.0083197496912971,0.0040539474838665,0.0061653125916633,0,0.3166169708365649,0.2151825654040989,0.468200463759336,1,0.0185390097668269,0.981798429329603,0.6666666666666666,1,0.0018493811136894,2024-05-18,5,1,2.0,0.0741560390673079,0.0018493811136894,0.00015789192269427543,0.000924690556844715,0.0007667986341504118,0.0006164603712298008,0.000924690556844715,False
11395,2024-05-18,D1,Heidenheim,FC Koln,H,0.4082523242810107,0.2400572755335203,0.3516904001854689,0.4080763611473182,0.2401997625371988,0.3517238763154829,4,"b365,bw,wh,ps",1,0.0065145007462199,0.0046889951451523,0.0080175824180632,0,0.4082523242810107,0.2400572755335203,0.3516904001854689,1,0.0192210783094355,0.98114140423654,0.6666666666666666,1,0.0003519262673851,2024-05-18,5,1,2.0,0.0768843132377423,0.0003519262673851,0.00017596313369250272,0.00014248700367849865,3.3476130014031824e-05,0.00011730875579501106,0.00017596313369250272,False
11394,2024-05-18,D1,Ein Frankfurt,RB Leipzig,D,0.3479253876117029,0.2502737726904451,0.4018008396978518,0.349125180835986,0.2487472216677246,0.4021275974962893,4,"b365,bw,wh,ps",1,0.0065804575892607,0.0045766621413332,0.0041197126980026,1,0.3479253876117029,0.2502737726904451,0.4018008396978518,1,0.0152768324285966,0.9849530374961342,0.6666666666666666,1,0.0030531020454409,2024-05-18,5,1,2.0,0.0611073297143867,0.0030531020454409,0.0011997932242830966,0.001526551022720507,0.00032675779843749364,0.001017700681813699,0.001526551022720507,False
